Policy Number,Years_Drv_Exp,Number_Vehicles,Average_Age,Gender_Dummy,Married_Dummy,Avg_Veh_Age,Fuel_Type_Dummy,Losses,Capped_Losses
138948,8,2,20.6,0,0,12.97,0,476,476
122791,34,2,42.4,0,0,8.02,0,358,358
144515,50,2,65.1,1,0,8.02,0,103,103
125466,28,2,42.4,0,0,8.02,0,334,334
184719,16,2,42.4,1,1,12.97,0,444,444
198791,48,2,65.1,1,1,2.5,0,139,139
157984,30,2,42.4,0,1,2.5,1,535,535
147620,27,2,42.4,0,0,2.5,1,572,572
107372,12,2,65.1,0,0,8.02,0,293,293
135757,31,2,42.4,0,1,8.02,0,390,390
198806,14,2,42.4,1,0,2.5,1,559,559
181139,4,2,20.6,0,1,12.97,1,716,716
150686,40,2,65.1,0,0,12.97,0,257,257
153573,34,2,42.4,0,1,8.02,0,383,383
126059,0,2,20.6,1,1,12.97,1,512,512
147340,40,2,65.1,1,0,12.97,0,201,201
157860,35,2,42.4,1,0,2.5,0,488,488
101320,3,2,20.6,0,1,12.97,0,316,316
199787,11,2,42.4,1,0,12.97,0,233,233
163134,49,2,65.1,0,1,12.97,0,130,130
134402,51,2,65.1,1,1,8.02,0,141,141
173603,17,2,42.4,1,0,12.97,0,205,205
158254,43,2,65.1,0,1,8.02,0,320,320
193336,49,2,65.1,0,1,2.5,0,418,418
155764,22,2,42.4,0,0,2.5,1,527,527
134297,36,2,42.4,0,0,8.02,0,310,310
196909,7,2,20.6,0,1,8.02,1,692,692
112958,2,2,20.6,0,0,12.97,0,281,281
123394,42,2,65.1,0,1,12.97,0,24,24
168588,49,2,65.1,1,1,8.02,0,384,384
156649,0,2,20.6,1,0,12.97,0,340,340
174049,23,2,42.4,1,0,12.97,0,288,288
119043,0,2,20.6,1,1,2.5,1,1248,1200
188603,8,2,42.4,0,0,8.02,0,325,325
163646,0,2,20.6,1,0,12.97,1,627,627
128649,47,2,65.1,1,0,8.02,0,224,224
176348,5,2,20.6,0,1,12.97,1,564,564
103107,4,2,20.6,1,1,2.5,1,1394,1200
115954,2,2,20.6,0,0,12.97,0,288,288
135840,39,2,42.4,0,0,8.02,0,294,294
134804,14,2,42.4,0,0,12.97,0,279,279
116768,15,2,42.4,1,0,8.02,0,366,366
142373,8,2,42.4,1,1,8.02,0,421,421
179705,0,2,20.6,0,0,12.97,0,106,106
124299,42,2,65.1,1,1,8.02,0,66,66
107134,2,2,20.6,1,0,8.02,0,480,480
146923,39,2,42.4,0,1,12.97,0,429,429
144286,19,2,42.4,0,1,12.97,0,265,265
136954,45,2,65.1,0,0,12.97,0,110,110
129391,31,2,42.4,0,0,12.97,0,100,100
141220,36,2,42.4,0,0,12.97,0,293,293
174163,7,2,42.4,0,1,2.5,1,639,639
104841,44,2,65.1,1,0,2.5,0,61,61
186676,22,2,42.4,1,0,12.97,0,365,365
101039,5,2,20.6,1,0,12.97,0,185,185
199376,32,2,42.4,1,1,8.02,0,462,462
133428,44,2,65.1,0,1,8.02,0,387,387
169392,6,2,20.6,0,1,8.02,0,430,430
114603,0,2,20.6,1,1,12.97,0,476,476
160510,5,2,20.6,0,0,2.5,1,682,682
178300,35,2,42.4,0,0,8.02,0,370,370
127564,48,2,65.1,1,1,8.02,0,300,300
155351,41,2,65.1,1,1,12.97,0,184,184
133254,42,2,42.4,1,1,12.97,1,526,526
139979,1,2,20.6,0,1,2.5,1,1162,1162
100467,51,2,65.1,0,1,8.02,0,178,178
176097,2,2,20.6,1,0,12.97,0,116,116
157157,5,2,20.6,0,1,12.97,0,362,362
176476,0,2,20.6,0,0,8.02,0,433,433
176253,8,2,20.6,1,1,12.97,0,470,470
106507,24,2,42.4,1,0,8.02,0,365,365
135354,0,2,20.6,1,0,8.02,1,585,585
138241,46,2,65.1,1,0,12.97,0,66,66
136760,39,2,42.4,0,1,2.5,0,422,422
138683,0,2,20.6,1,0,8.02,1,554,554
180127,12,2,42.4,0,1,8.02,0,424,424
157762,0,2,20.6,1,0,12.97,0,205,205
109165,9,2,42.4,0,1,12.97,0,332,332
156817,0,2,20.6,0,1,2.5,1,1134,1134
144840,5,2,20.6,0,0,12.97,0,236,236
130427,48,2,65.1,0,1,8.02,0,271,271
116082,50,2,65.1,0,0,12.97,0,256,256
111243,14,2,42.4,1,1,12.97,0,293,293
138712,16,2,42.4,1,0,8.02,0,422,422
145750,13,2,42.4,0,1,12.97,0,385,385
130480,48,2,65.1,1,1,12.97,0,235,235
179940,42,2,65.1,1,0,8.02,0,108,108
192857,6,2,20.6,1,1,12.97,1,682,682
131794,2,2,20.6,1,1,8.02,1,918,918
100901,23,2,42.4,1,0,8.02,0,330,330
176096,36,2,42.4,0,0,2.5,0,477,477
115009,9,2,42.4,0,1,2.5,1,522,522
168636,6,2,20.6,1,0,8.02,1,643,643
195119,0,2,20.6,0,0,12.97,0,290,290
129921,38,2,42.4,1,0,2.5,0,376,376
110225,51,2,65.1,1,1,2.5,0,247,247
170144,1,2,20.6,0,0,12.97,0,181,181
158281,3,2,20.6,1,1,8.02,1,1015,1015
151963,44,2,65.1,1,1,8.02,0,122,122
150132,7,2,20.6,0,0,12.97,0,121,121
115130,18,2,42.4,0,0,2.5,0,495,495
151827,15,2,42.4,1,0,8.02,0,373,373
183530,5,2,20.6,1,1,12.97,1,758,758
176701,7,2,65.1,0,0,8.02,0,222,222
151850,50,2,65.1,1,1,8.02,0,43,43
145758,51,2,65.1,0,0,2.5,0,387,387
178969,51,2,65.1,1,0,2.5,0,265,265
137626,6,2,20.6,0,0,12.97,0,256,256
139013,29,2,42.4,0,1,2.5,0,478,478
129952,51,2,65.1,1,0,12.97,0,31,31
118320,48,2,65.1,0,1,12.97,0,23,23
116783,15,2,42.4,0,1,12.97,0,239,239
172145,44,2,65.1,1,0,12.97,0,32,32
149669,45,2,65.1,0,0,8.02,0,351,351
162323,50,2,65.1,1,0,2.5,0,61,61
184533,0,2,20.6,0,0,12.97,0,215,215
166127,0,2,20.6,0,0,12.97,0,304,304
194081,0,2,20.6,0,0,12.97,0,251,251
185098,1,2,20.6,0,0,8.02,0,307,307
118829,46,2,65.1,0,0,8.02,0,34,34
113585,12,2,42.4,0,1,8.02,0,475,475
121660,43,2,65.1,0,0,8.02,0,252,252
134103,33,2,42.4,0,0,12.97,0,268,268
144413,51,2,65.1,1,1,2.5,0,267,267
160670,13,2,42.4,0,0,2.5,0,481,481
168830,46,2,65.1,1,1,8.02,0,411,411
149617,42,2,65.1,0,0,8.02,0,70,70
157853,40,2,42.4,1,1,2.5,1,877,877
132224,8,2,42.4,0,0,12.97,0,222,222
110919,41,2,42.4,1,0,8.02,0,383,383
131410,41,2,65.1,0,1,12.97,0,103,103
196484,19,2,42.4,0,1,8.02,0,423,423
200208,2,2,20.6,1,0,12.97,0,484,484
167381,27,2,42.4,0,1,2.5,1,568,568
189976,32,2,42.4,0,0,2.5,0,476,476
124596,26,2,42.4,0,1,2.5,1,692,692
164942,43,2,65.1,0,0,12.97,0,66,66
161841,52,2,65.1,1,0,12.97,0,213,213
126368,50,2,65.1,1,1,8.02,0,400,400
188105,49,2,20.6,0,0,12.97,0,310,310
167399,33,2,20.6,1,1,12.97,1,1085,1085
147909,43,2,65.1,1,1,12.97,0,131,131
188652,4,2,20.6,0,0,12.97,0,344,344
160235,7,2,20.6,1,0,12.97,1,600,600
120755,2,2,20.6,1,1,8.02,1,1035,1035
147503,7,2,20.6,0,1,12.97,1,760,760
195194,0,2,20.6,0,0,8.02,0,253,253
136781,1,2,20.6,1,0,8.02,1,619,619
101294,0,2,20.6,1,0,12.97,0,454,454
190665,9,2,42.4,0,1,8.02,0,454,454
146889,6,2,42.4,0,1,2.5,1,521,521
100471,40,2,42.4,0,0,8.02,0,313,313
128105,5,2,42.4,0,1,2.5,1,744,744
169744,7,2,20.6,0,0,12.97,0,271,271
103054,16,2,42.4,1,0,12.97,0,247,247
111714,0,2,20.6,1,0,8.02,0,469,469
165997,6,2,20.6,1,0,12.97,0,359,359
180588,49,2,65.1,0,1,2.5,0,182,182
112888,16,2,42.4,0,0,8.02,0,331,331
108621,47,2,65.1,0,0,2.5,0,395,395
145441,8,2,42.4,1,0,8.02,0,377,377
182604,2,2,20.6,0,0,12.97,0,184,184
199314,30,2,42.4,1,0,8.02,0,355,355
148672,44,2,65.1,1,1,8.02,0,183,183
136216,25,2,42.4,0,1,8.02,0,418,418
131221,6,2,20.6,1,1,12.97,1,906,906
111950,47,2,65.1,0,0,2.5,0,151,151
127337,4,2,20.6,0,0,12.97,0,388,388
126002,4,2,20.6,0,0,12.97,0,220,220
179326,3,2,65.1,0,1,2.5,1,674,674
167632,9,2,42.4,1,1,12.97,0,359,359
106693,5,2,20.6,1,1,12.97,1,727,727
120448,52,2,65.1,0,0,8.02,0,78,78
167642,45,2,65.1,1,0,8.02,0,240,240
140023,17,2,42.4,1,1,2.5,1,784,784
187201,41,2,65.1,1,0,8.02,0,85,85
132905,46,2,65.1,1,0,2.5,0,189,189
197916,0,2,20.6,1,0,12.97,0,369,369
158355,0,2,20.6,1,1,12.97,0,438,438
185366,24,2,42.4,1,0,8.02,0,354,354
167963,51,2,42.4,1,0,2.5,0,448,448
180133,4,2,20.6,0,0,8.02,1,500,500
135025,26,2,42.4,1,0,2.5,1,682,682
185447,13,2,42.4,1,0,8.02,0,380,380
196919,1,2,20.6,1,0,12.97,0,260,260
181808,18,2,42.4,0,0,2.5,0,488,488
187621,3,2,20.6,0,0,2.5,1,660,660
117381,53,2,65.1,0,0,12.97,0,155,155
182988,8,2,42.4,0,0,12.97,0,315,315
189352,50,2,65.1,1,1,8.02,0,459,459
141230,22,2,42.4,1,0,8.02,0,349,349
186749,15,2,42.4,1,1,8.02,0,447,447
151303,41,2,65.1,0,1,8.02,0,337,337
103113,49,2,65.1,1,1,8.02,0,283,283
150981,3,2,42.4,0,0,2.5,0,434,434
180306,52,2,20.6,0,0,12.97,0,124,124
168963,1,2,20.6,0,0,12.97,0,134,134
151690,18,2,42.4,0,0,12.97,0,291,291
148352,16,2,42.4,0,1,12.97,0,182,182
178009,53,2,65.1,1,0,8.02,0,214,214
100778,47,2,65.1,1,1,8.02,0,327,327
130843,34,2,42.4,1,1,2.5,1,899,899
162913,0,2,20.6,0,0,12.97,0,198,198
131367,35,2,42.4,0,0,8.02,0,304,304
120837,10,2,42.4,0,1,8.02,0,367,367
161194,18,2,42.4,1,0,8.02,0,314,314
120604,51,2,42.4,0,1,12.97,0,404,404
191325,50,2,65.1,0,0,12.97,0,84,84
109426,2,2,20.6,1,1,12.97,1,1239,1200
183067,48,2,65.1,0,0,2.5,0,253,253
118698,12,2,42.4,1,1,2.5,0,484,484
114149,51,2,65.1,1,0,8.02,0,67,67
175464,22,2,42.4,0,1,12.97,0,380,380
181057,3,2,20.6,1,0,2.5,1,884,884
177911,18,2,42.4,0,0,8.02,0,349,349
192798,20,2,42.4,1,0,2.5,0,468,468
132461,15,2,42.4,1,1,2.5,1,603,603
122243,40,2,42.4,0,1,8.02,0,421,421
107925,31,2,42.4,1,0,2.5,1,679,679
162128,9,2,42.4,0,1,2.5,1,655,655
113797,12,2,42.4,0,0,8.02,0,307,307
139691,6,2,42.4,0,1,8.02,0,347,347
151981,12,2,42.4,0,1,8.02,0,388,388
173146,11,2,42.4,1,0,8.02,0,320,320
164991,33,2,42.4,1,1,12.97,0,352,352
110816,45,2,65.1,0,0,2.5,0,107,107
169826,0,2,20.6,0,0,12.97,0,217,217
173344,31,2,42.4,1,1,8.02,0,393,393
186780,48,2,65.1,0,0,8.02,0,129,129
118207,18,2,42.4,0,1,8.02,0,482,482
104525,42,2,65.1,1,1,2.5,1,591,591
129017,37,2,42.4,0,0,12.97,0,142,142
113975,38,2,42.4,0,0,8.02,0,280,280
143149,32,2,42.4,0,1,8.02,0,390,390
195435,5,2,20.6,0,0,12.97,0,330,330
184934,17,2,42.4,0,1,8.02,0,369,369
131590,25,2,42.4,0,1,8.02,0,429,429
198363,3,2,20.6,0,0,12.97,0,154,154
101926,43,2,65.1,0,0,8.02,0,141,141
163307,10,2,42.4,0,1,2.5,1,702,702
128056,0,2,20.6,0,1,12.97,1,812,812
101627,12,2,42.4,0,1,2.5,1,617,617
106368,37,2,42.4,0,1,8.02,0,415,415
192750,7,2,42.4,0,0,8.02,0,301,301
136370,8,2,42.4,0,0,8.02,0,281,281
144980,43,2,65.1,0,1,8.02,0,343,343
108545,36,2,42.4,1,0,12.97,0,197,197
134487,6,2,42.4,1,0,2.5,1,681,681
190823,48,2,65.1,1,1,2.5,1,762,762
162938,7,2,42.4,0,0,8.02,0,335,335
186846,25,2,42.4,0,0,8.02,0,334,334
153709,0,2,20.6,0,1,2.5,1,735,735
102684,33,2,42.4,1,0,2.5,0,448,448
123452,37,2,42.4,1,1,8.02,0,350,350
160398,8,2,42.4,0,1,2.5,1,691,691
121723,38,2,42.4,1,0,12.97,0,342,342
135362,1,2,20.6,1,1,12.97,1,518,518
197116,6,2,20.6,1,1,12.97,1,778,778
113819,41,2,65.1,0,1,2.5,0,234,234
106584,0,2,20.6,1,1,12.97,1,633,633
137586,23,2,42.4,0,0,2.5,0,415,415
160589,45,2,65.1,0,1,8.02,0,229,229
155394,5,2,20.6,0,1,12.97,0,346,346
133911,14,2,42.4,1,0,8.02,0,353,353
165059,38,2,42.4,1,1,8.02,0,465,465
116337,14,2,42.4,0,1,2.5,1,899,899
156278,22,2,42.4,1,1,2.5,0,469,469
149419,38,2,42.4,1,0,8.02,0,361,361
184811,42,2,65.1,1,1,8.02,0,273,273
176183,8,2,42.4,1,1,8.02,1,506,506
110528,8,2,42.4,1,1,2.5,1,758,758
110896,0,2,20.6,0,0,8.02,0,274,274
171007,29,2,42.4,1,0,8.02,0,367,367
115254,45,2,65.1,1,1,2.5,1,770,770
183801,44,2,65.1,1,1,12.97,0,176,176
184387,0,2,20.6,1,1,8.02,1,766,766
114484,0,2,20.6,0,1,8.02,1,675,675
127886,7,2,20.6,1,0,2.5,1,839,839
134777,13,2,42.4,1,1,8.02,0,436,436
162148,8,2,20.6,1,0,12.97,0,269,269
161054,6,2,20.6,0,1,12.97,0,403,403
157565,4,2,20.6,0,1,12.97,0,279,279
170149,39,2,42.4,1,1,12.97,0,412,412
122086,32,2,42.4,1,1,2.5,1,917,917
145730,1,2,20.6,1,0,12.97,0,434,434
193285,0,2,20.6,1,1,12.97,1,837,837
175053,3,2,20.6,0,1,12.97,0,410,410
138535,5,2,20.6,1,1,12.97,0,296,296
141114,51,2,65.1,1,0,8.02,0,123,123
197475,1,2,65.1,1,1,2.5,1,592,592
116634,17,2,42.4,0,1,8.02,0,446,446
130607,15,2,42.4,1,1,2.5,1,609,609
161857,48,2,65.1,0,0,8.02,0,30,30
155644,3,2,20.6,0,1,12.97,1,531,531
127752,53,2,65.1,1,1,8.02,0,115,115
115708,50,2,65.1,0,1,12.97,0,45,45
190239,5,2,20.6,0,1,12.97,0,367,367
198535,2,2,20.6,0,1,12.97,0,298,298
175808,50,2,42.4,0,0,2.5,0,443,443
170331,12,2,42.4,1,0,8.02,0,444,444
155723,31,2,42.4,0,0,12.97,0,151,151
195418,1,2,20.6,1,0,12.97,0,179,179
162640,8,2,42.4,1,0,2.5,1,652,652
173044,13,2,20.6,0,0,8.02,0,470,470
116313,46,2,65.1,0,1,12.97,0,134,134
162119,36,2,42.4,0,1,8.02,0,376,376
155679,47,2,65.1,1,1,2.5,0,90,90
135195,7,2,20.6,1,0,12.97,0,270,270
136227,14,2,42.4,1,0,2.5,1,730,730
187489,49,2,65.1,1,1,2.5,0,139,139
149722,23,2,42.4,0,1,8.02,0,443,443
136361,19,2,42.4,0,1,8.02,0,410,410
140588,0,2,65.1,1,0,2.5,0,321,321
113081,46,2,65.1,0,0,8.02,0,191,191
143977,1,2,20.6,0,0,8.02,0,444,444
179730,48,2,65.1,0,1,2.5,0,77,77
121180,48,2,65.1,1,0,12.97,0,74,74
136204,21,2,42.4,0,1,8.02,0,412,412
190805,30,2,42.4,1,1,8.02,0,471,471
195249,42,2,65.1,1,1,8.02,0,199,199
151980,29,2,42.4,1,1,8.02,0,451,451
114225,52,2,65.1,0,1,12.97,0,88,88
108266,49,2,65.1,0,0,2.5,0,447,447
116290,36,2,42.4,1,0,12.97,0,265,265
127009,39,2,65.1,0,1,2.5,0,170,170
160935,0,2,20.6,0,1,12.97,0,472,472
152720,8,2,20.6,0,0,12.97,0,328,328
149333,27,2,42.4,0,1,12.97,0,198,198
191140,0,2,20.6,0,1,12.97,0,345,345
117839,9,2,42.4,0,0,12.97,0,207,207
132615,44,2,65.1,0,0,2.5,0,213,213
113217,8,2,20.6,1,0,2.5,1,972,972
197169,28,2,42.4,0,1,8.02,0,396,396
137052,48,2,65.1,0,0,12.97,0,86,86
102526,6,2,20.6,1,1,8.02,1,1137,1137
120974,17,2,42.4,1,0,2.5,0,432,432
141491,14,2,42.4,1,0,12.97,0,381,381
150940,7,2,20.6,0,0,12.97,0,288,288
190671,8,2,42.4,0,1,12.97,0,144,144
160678,1,2,20.6,0,0,12.97,0,396,396
128988,10,2,42.4,0,1,8.02,0,417,417
112680,17,2,42.4,0,1,12.97,0,377,377
139754,0,2,20.6,1,0,12.97,0,391,391
135721,0,2,20.6,1,0,12.97,0,432,432
170087,25,2,42.4,1,1,2.5,1,595,595
100945,2,2,20.6,1,1,8.02,1,737,737
136674,22,2,42.4,0,0,12.97,0,164,164
165262,32,2,42.4,0,1,12.97,0,192,192
118516,4,2,20.6,1,0,12.97,0,296,296
153992,18,2,20.6,1,1,8.02,1,592,592
131643,44,2,65.1,1,0,8.02,0,34,34
123402,3,2,20.6,0,0,12.97,0,191,191
128541,13,2,42.4,1,0,8.02,0,332,332
103067,29,2,42.4,1,0,2.5,1,627,627
196806,29,2,42.4,0,0,2.5,0,399,399
161680,0,2,20.6,1,0,8.02,1,570,570
135632,13,2,42.4,1,0,12.97,0,299,299
168315,44,2,65.1,0,0,2.5,0,485,485
191212,6,2,20.6,0,1,2.5,1,1096,1096
172849,5,2,20.6,1,0,12.97,0,278,278
177686,49,2,65.1,1,1,12.97,0,36,36
131621,32,2,42.4,0,0,2.5,0,486,486
179289,8,2,42.4,0,0,12.97,0,228,228
188540,47,2,65.1,0,1,8.02,0,333,333
164160,32,2,42.4,0,1,12.97,0,207,207
195830,41,2,65.1,1,0,12.97,0,106,106
169299,33,2,42.4,0,1,8.02,0,420,420
131256,31,2,42.4,1,0,8.02,0,342,342
156994,38,2,42.4,1,1,2.5,1,813,813
181936,12,2,42.4,0,0,8.02,0,329,329
137175,17,2,65.1,0,1,8.02,0,47,47
106836,45,2,65.1,0,1,8.02,0,304,304
132882,0,2,20.6,0,0,12.97,0,299,299
140043,2,2,20.6,1,0,12.97,0,215,215
170513,18,2,20.6,0,1,12.97,0,424,424
124746,12,2,42.4,1,1,12.97,0,348,348
186293,32,2,42.4,1,1,8.02,0,463,463
111019,38,2,42.4,0,1,8.02,0,442,442
176858,38,2,42.4,1,0,2.5,1,507,507
177630,32,2,42.4,1,0,8.02,0,366,366
100764,49,2,65.1,0,0,12.97,0,58,58
121672,48,2,65.1,1,0,2.5,0,77,77
184120,28,2,42.4,0,0,12.97,0,244,244
126383,31,2,42.4,0,0,8.02,0,345,345
181462,24,2,42.4,0,1,2.5,1,540,540
195625,52,2,65.1,0,1,2.5,0,281,281
179615,25,2,42.4,0,1,12.97,0,293,293
101827,39,2,65.1,0,0,8.02,0,32,32
128834,31,2,42.4,1,1,8.02,1,552,552
116173,0,2,20.6,0,0,12.97,0,398,398
185934,16,2,42.4,0,0,2.5,0,350,350
185576,8,2,20.6,0,0,12.97,0,326,326
137331,50,2,65.1,0,0,2.5,0,387,387
195298,37,2,42.4,0,0,2.5,1,612,612
165149,53,2,65.1,1,0,8.02,0,158,158
134229,13,2,42.4,1,1,8.02,0,465,465
142918,41,2,65.1,1,0,2.5,0,76,76
101981,44,2,65.1,1,0,8.02,0,38,38
183158,15,2,42.4,0,0,12.97,0,223,223
155004,46,2,65.1,0,0,2.5,0,161,161
170444,43,2,65.1,1,0,2.5,0,123,123
128137,0,2,20.6,0,0,12.97,0,256,256
168535,32,2,42.4,0,0,12.97,0,165,165
123069,0,2,20.6,1,1,8.02,1,927,927
123163,22,2,42.4,0,1,8.02,0,363,363
133639,16,2,42.4,1,0,8.02,0,350,350
137595,29,2,42.4,0,0,8.02,0,342,342
160708,21,2,42.4,1,1,8.02,0,429,429
182801,0,2,20.6,1,0,12.97,0,286,286
158932,13,2,42.4,0,1,12.97,0,175,175
120503,27,2,42.4,1,0,8.02,0,409,409
175408,3,2,20.6,0,0,12.97,0,127,127
165197,20,2,42.4,1,1,2.5,0,482,482
150149,36,2,42.4,0,0,12.97,0,126,126
131255,52,2,65.1,0,0,12.97,0,245,245
175815,1,2,20.6,0,1,2.5,1,1281,1200
105779,45,2,65.1,1,0,2.5,0,349,349
151816,38,2,42.4,1,1,8.02,0,423,423
113795,23,2,42.4,1,0,2.5,1,701,701
105308,0,2,20.6,0,1,12.97,0,408,408
117475,49,2,65.1,1,1,12.97,0,172,172
153570,43,2,65.1,0,1,2.5,0,435,435
198552,0,2,20.6,1,1,12.97,1,643,643
150903,52,2,65.1,0,0,8.02,0,220,220
193972,36,2,42.4,0,1,12.97,0,134,134
129990,36,2,42.4,1,1,8.02,1,510,510
140510,16,2,42.4,0,0,2.5,0,488,488
188846,1,2,20.6,1,1,12.97,1,707,707
111152,44,2,65.1,1,1,8.02,1,518,518
160639,50,2,65.1,1,0,12.97,0,165,165
100163,48,2,65.1,0,0,12.97,0,68,68
137086,10,2,42.4,0,0,2.5,1,554,554
114082,0,2,20.6,1,1,8.02,1,702,702
183270,0,2,20.6,0,0,8.02,0,477,477
184196,45,2,65.1,0,1,2.5,1,580,580
199063,0,2,20.6,0,0,12.97,0,394,394
195809,26,2,42.4,1,0,8.02,0,385,385
179804,20,2,42.4,1,0,2.5,1,518,518
199262,2,2,20.6,0,0,8.02,0,484,484
139437,40,2,42.4,0,1,2.5,0,481,481
196173,19,2,42.4,0,0,8.02,0,317,317
131971,1,2,20.6,1,1,8.02,1,555,555
108782,28,2,42.4,0,1,2.5,1,593,593
116153,10,2,42.4,1,1,2.5,1,630,630
173850,31,2,42.4,1,1,8.02,0,422,422
160973,47,2,65.1,0,0,2.5,0,64,64
107987,42,2,65.1,1,1,2.5,1,579,579
168118,24,2,42.4,0,1,8.02,0,424,424
165032,50,2,65.1,0,1,12.97,0,21,21
122909,44,2,65.1,1,0,8.02,0,134,134
154317,14,2,42.4,0,0,12.97,0,251,251
120905,42,2,42.4,1,0,8.02,0,373,373
150600,48,2,65.1,1,1,12.97,0,164,164
127084,4,2,20.6,1,0,2.5,1,651,651
184033,40,2,65.1,1,1,8.02,0,231,231
173236,0,2,20.6,1,0,12.97,0,303,303
167941,45,2,65.1,1,0,8.02,0,276,276
138354,44,2,65.1,0,0,2.5,0,59,59
112711,21,2,42.4,0,0,2.5,0,479,479
174772,0,2,20.6,1,1,12.97,1,509,509
170468,5,2,20.6,1,1,12.97,1,676,676
109954,29,2,42.4,1,0,12.97,0,162,162
169136,28,2,42.4,1,0,2.5,1,526,526
155238,43,2,65.1,0,1,2.5,0,237,237
127246,19,2,42.4,1,1,2.5,1,533,533
161210,44,2,65.1,1,1,2.5,0,116,116
152601,4,2,20.6,0,1,12.97,0,484,484
177143,1,2,20.6,1,1,12.97,1,764,764
177736,46,2,65.1,0,1,2.5,0,106,106
181524,41,2,65.1,0,1,12.97,0,25,25
150749,31,2,42.4,0,0,2.5,1,565,565
173797,27,2,20.6,0,1,8.02,0,398,398
178046,50,2,65.1,1,1,12.97,0,183,183
138293,6,2,42.4,0,1,8.02,0,388,388
158937,7,2,42.4,0,0,8.02,0,315,315
197174,39,2,42.4,0,1,12.97,0,357,357
108302,0,2,20.6,1,0,8.02,0,446,446
121573,7,2,20.6,0,1,12.97,0,304,304
183731,6,2,20.6,1,0,12.97,1,502,502
124254,12,2,42.4,0,0,2.5,0,401,401
100325,35,2,42.4,1,1,8.02,0,470,470
163995,25,2,42.4,0,0,2.5,1,643,643
180143,23,2,42.4,0,0,12.97,0,279,279
172368,7,2,20.6,0,1,12.97,0,349,349
133232,39,2,42.4,0,1,2.5,1,657,657
106336,43,2,65.1,0,1,2.5,1,672,672
163060,43,2,65.1,1,1,2.5,1,725,725
184850,31,2,42.4,1,1,12.97,0,295,295
142589,51,2,65.1,0,1,2.5,0,281,281
186321,18,2,42.4,1,0,12.97,0,167,167
171392,6,2,20.6,0,1,8.02,0,485,485
132706,10,2,42.4,0,1,2.5,0,441,441
159996,40,2,65.1,0,0,8.02,0,36,36
188905,13,2,42.4,1,1,2.5,1,735,735
182077,6,2,42.4,1,1,12.97,0,171,171
178899,34,2,42.4,0,1,12.97,0,328,328
167721,23,2,42.4,0,1,2.5,0,477,477
174333,49,2,65.1,1,0,12.97,0,170,170
161574,23,2,42.4,1,1,8.02,0,429,429
138357,7,2,42.4,1,0,12.97,0,223,223
190873,6,2,20.6,1,0,8.02,0,484,484
171408,42,2,65.1,0,1,12.97,0,209,209
105262,15,2,42.4,0,1,8.02,0,442,442
143309,5,2,20.6,1,1,12.97,1,561,561
167759,29,2,65.1,1,1,2.5,0,59,59
150535,4,2,20.6,1,1,12.97,1,706,706
179667,11,2,42.4,0,0,8.02,0,327,327
155325,37,2,42.4,1,0,2.5,0,455,455
153857,14,2,42.4,1,0,8.02,0,385,385
147067,47,2,65.1,1,1,8.02,0,48,48
130412,0,2,20.6,0,0,12.97,0,259,259
176565,46,2,65.1,1,1,12.97,0,48,48
184013,1,2,20.6,0,0,12.97,0,247,247
116818,3,2,20.6,1,1,12.97,1,629,629
128751,42,2,65.1,1,0,8.02,0,330,330
169292,5,2,20.6,0,1,8.02,1,528,528
110496,40,2,42.4,1,1,2.5,1,918,918
101708,12,2,42.4,0,1,12.97,0,271,271
178818,20,2,42.4,0,0,12.97,0,242,242
108976,2,2,20.6,0,1,8.02,0,496,496
179803,26,2,42.4,0,0,2.5,1,601,601
159108,13,2,42.4,1,0,8.02,0,367,367
180651,49,2,65.1,1,1,2.5,0,233,233
146753,7,2,20.6,0,0,12.97,0,200,200
140938,37,2,42.4,0,1,12.97,0,434,434
132983,19,2,42.4,0,1,8.02,0,396,396
164174,30,2,42.4,1,1,12.97,0,328,328
158104,13,2,42.4,1,0,2.5,1,576,576
166434,34,2,42.4,1,1,8.02,1,505,505
175384,46,2,65.1,0,0,8.02,0,244,244
164309,0,2,20.6,0,0,8.02,0,397,397
122750,0,2,20.6,1,1,12.97,1,809,809
177309,0,2,20.6,0,1,2.5,1,783,783
181017,5,2,20.6,0,1,8.02,1,626,626
131813,0,2,20.6,0,1,12.97,0,452,452
186718,15,2,42.4,1,1,12.97,0,279,279
196942,45,2,65.1,1,1,12.97,0,225,225
100466,39,2,65.1,1,0,2.5,0,277,277
139800,19,2,42.4,0,1,8.02,0,484,484
191430,6,2,20.6,0,0,12.97,0,241,241
114959,10,2,42.4,1,1,2.5,1,670,670
114617,44,2,65.1,1,0,12.97,0,132,132
155825,27,2,20.6,1,1,8.02,1,1186,1186
133406,51,2,65.1,1,0,2.5,0,220,220
138165,33,2,42.4,0,1,2.5,1,515,515
183394,9,2,42.4,0,1,12.97,0,403,403
148268,2,2,20.6,0,1,12.97,0,207,207
191628,16,2,42.4,1,1,2.5,1,601,601
197762,45,2,65.1,0,1,2.5,0,360,360
155792,19,2,42.4,1,0,8.02,0,358,358
190999,48,2,65.1,1,1,2.5,0,428,428
146882,42,2,65.1,1,0,8.02,0,276,276
117778,3,2,20.6,1,0,12.97,1,528,528
153317,1,2,20.6,1,1,12.97,1,593,593
171611,46,2,65.1,0,1,12.97,0,49,49
